0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2400.0 0.8333333333333334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4800.0 1.6666666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7200.0 2.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9600.0 3.3333333333333335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 0.0 0.0 0.0 
12000.0 4.166666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0 100.0 100.0 100.0 100.0 100.0 100.0 0.0 0.0 0.0 
14400.0 5.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0 100.0 110.0 110.0 110.0 110.0 100.0 0.0 0.0 0.0 
16800.0 5.833333333333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0 100.0 110.0 110.0 110.0 110.0 100.0 0.0 0.0 0.0 
19200.0 6.666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 200.0 200.0 200.0 200.0 200.0 200.0 100.0 0.0 0.0 0.0 
21600.0 7.499999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 200.0 200.0 200.0 200.0 200.0 200.0 100.0 0.0 0.0 0.0 
24000.0 8.333333333333332 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 200.0 200.0 220.0 220.0 220.0 220.0 100.0 0.0 0.0 0.0 
26400.0 9.166666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
28800.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
31200.0 10.833333333333334 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
33600.0 11.666666666666668 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
36000.0 12.500000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
38400.0 13.333333333333336 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
40800.0 14.16666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
43200.0 15.000000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
45600.0 15.833333333333337 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
48000.0 16.66666666666667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
50400.0 17.500000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
52800.0 18.333333333333336 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 300.0 300.0 300.0 300.0 100.0 0.0 0.0 0.0 
